county,district_irn,district_name,building_irn,building_name,grade_levels,open_closed,designated,option_a_academic_distress,option_b_pi_and_title1,academic_distress_school,bottom_20_pi_two_of_three,bottom_20_pi_2122,bottom_20_pi_2223,bottom_20_pi_2324,title1_at_least_20_three_years,title1_share_2223,title1_share_2324,title1_share_2425,title1_average
Allen,044222,Lima City,035097,Lima South Science-Technology Magnet K-8,K-8,Open,no,no,no,no,no,no,no,no,yes,0.275014293882218,0.339957140074031,0.307346619773349,0.307439351243199
Allen,044222,Lima City,040576,Lima West Middle School,7-8,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.275014293882218,0.339957140074031,0.307346619773349,0.307439351243199
Allen,044222,Lima City,146035,Unity Elementary School,K-4;P,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.275014293882218,0.339957140074031,0.307346619773349,0.307439351243199
Allen,044222,Lima City,146043,Freedom Elementary School,K-4;P,Open,yes,no,yes,no,yes,yes,yes,no,yes,0.275014293882218,0.339957140074031,0.307346619773349,0.307439351243199
Allen,044222,Lima City,146050,Heritage Elementary School,K-4;P,Open,no,no,no,no,no,no,no,no,yes,0.275014293882218,0.339957140074031,0.307346619773349,0.307439351243199
Allen,045211,Bluffton Exempted Village,003020,Bluffton Elementary School,K-5,Open,no,no,no,no,no,no,no,no,no,0.046065259117083,0.062962962962963,0.046425255338904,0.051817825806317
Allen,045211,Bluffton Exempted Village,003038,Bluffton High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.046065259117083,0.062962962962963,0.046425255338904,0.051817825806317
Allen,045211,Bluffton Exempted Village,127639,Bluffton Middle School,6-8,Open,no,no,no,no,no,no,no,no,no,0.046065259117083,0.062962962962963,0.046425255338904,0.051817825806317
Allen,045757,Allen East Local,000364,Allen East High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.064077669902913,0.088584474885845,0.072410632447296,0.075024259078684
Allen,045757,Allen East Local,000448,Allen East Elementary School,K-4;P,Open,no,no,no,no,no,no,no,no,no,0.064077669902913,0.088584474885845,0.072410632447296,0.075024259078684
Allen,045757,Allen East Local,015724,Allen East Middle School,5-8,Open,no,no,no,no,no,no,no,no,no,0.064077669902913,0.088584474885845,0.072410632447296,0.075024259078684
Allen,045765,Bath Local,001743,Bath Elementary School,K-5,Open,no,no,no,no,no,no,no,no,no,0.114861186717474,0.135706340378198,0.105409927495817,0.118659151530496
Allen,045765,Bath Local,001750,Bath High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.114861186717474,0.135706340378198,0.105409927495817,0.118659151530496
Allen,045765,Bath Local,001768,Bath Middle School,6-8,Open,no,no,no,no,no,no,no,no,no,0.114861186717474,0.135706340378198,0.105409927495817,0.118659151530496
Allen,045765,Bath Local,019817,Bath Digital Academy,K-12,Open,no,no,no,no,no,no,yes,no,no,0.114861186717474,0.135706340378198,0.105409927495817,0.118659151530496
Allen,045773,Elida Local,010082,Elida Middle School,6-8,Open,no,no,no,no,no,no,no,no,no,0.149059829059829,0.17413737504031,0.173505654281099,0.165567619460412
Allen,045773,Elida Local,010199,Elida High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.149059829059829,0.17413737504031,0.173505654281099,0.165567619460412
Allen,045773,Elida Local,036350,Elida Elementary,K-5,Open,no,no,no,no,no,no,no,no,no,0.149059829059829,0.17413737504031,0.173505654281099,0.165567619460412
Allen,045781,Perry Local,029686,Perry Elementary School,K-6,Open,no,no,no,no,no,no,no,no,no,0.181347150259067,0.154228855721393,0.168053244592346,0.167876416857602
Allen,045781,Perry Local,029694,Perry High School,7-12,Open,no,no,no,no,no,no,no,no,no,0.181347150259067,0.154228855721393,0.168053244592346,0.167876416857602
Allen,045799,Shawnee Local,034207,Elmwood Elementary School,K-2,Open,no,no,no,no,no,no,no,no,no,0.07708703374778,0.081639566395664,0.0703125,0.076346366714481
Allen,045799,Shawnee Local,034215,Shawnee Middle School,5-8,Open,no,no,no,no,no,no,no,no,no,0.07708703374778,0.081639566395664,0.0703125,0.076346366714481
Allen,045799,Shawnee Local,034272,Shawnee High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.07708703374778,0.081639566395664,0.0703125,0.076346366714481
Allen,045799,Shawnee Local,064303,Maplewood Elementary School,3-4,Open,no,no,no,no,no,no,no,no,no,0.07708703374778,0.081639566395664,0.0703125,0.076346366714481
Allen,045807,Spencerville Local,035337,Spencerville Elementary School,K-4,Open,no,no,no,no,no,no,no,no,no,0.088691796008869,0.111587982832618,0.151024811218986,0.117101530020158
Allen,045807,Spencerville Local,035345,Spencerville High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.088691796008869,0.111587982832618,0.151024811218986,0.117101530020158
Allen,045807,Spencerville Local,061960,Spencerville Middle School,5-8,Open,no,no,no,no,no,no,no,no,no,0.088691796008869,0.111587982832618,0.151024811218986,0.117101530020158
Ashland,043505,Ashland City,001081,Ashland High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.145042059648228,0.136566186107471,0.116845690332722,0.13281797869614
Ashland,043505,Ashland City,001099,Ashland Middle School,6-8,Open,no,no,no,no,no,no,no,no,no,0.145042059648228,0.136566186107471,0.116845690332722,0.13281797869614
Ashland,043505,Ashland City,010025,Edison Elementary School,K-3,Open,no,no,no,no,no,no,no,no,no,0.145042059648228,0.136566186107471,0.116845690332722,0.13281797869614
Ashland,043505,Ashland City,025395,Taft Intermediate School,4-5,Open,no,no,no,no,no,no,no,no,no,0.145042059648228,0.136566186107471,0.116845690332722,0.13281797869614
Ashland,043505,Ashland City,028811,Reagan Elementary School,K-3;P,Open,no,no,no,no,no,no,no,no,no,0.145042059648228,0.136566186107471,0.116845690332722,0.13281797869614
Ashland,045468,Loudonville-Perrysville Exempted Village,004192,Budd Elementary School,4-6,Open,no,no,no,no,no,no,no,no,no,0.166938110749186,0.153783563873068,0.131255127153404,0.150658933925219
Ashland,045468,Loudonville-Perrysville Exempted Village,021519,Loudonville High School,7-12,Open,no,no,no,no,no,no,no,no,no,0.166938110749186,0.153783563873068,0.131255127153404,0.150658933925219
Ashland,045468,Loudonville-Perrysville Exempted Village,023903,McMullen Elementary School,K-3,Open,no,no,no,no,no,no,no,no,no,0.166938110749186,0.153783563873068,0.131255127153404,0.150658933925219
Ashland,045823,Hillsdale Local,015719,Hillsdale PK-6,K-6;P,Open,no,no,no,no,no,no,no,no,no,0.099744245524297,0.116538131962296,0.098543273350471,0.104941883612355
Ashland,045823,Hillsdale Local,016352,Hillsdale 7-12,7-12,Open,no,no,no,no,no,no,no,no,no,0.099744245524297,0.116538131962296,0.098543273350471,0.104941883612355
Ashland,045831,Mapleton Local,000400,Mapleton Elementary School,K-5;P,Open,no,no,no,no,no,no,no,no,no,0.17003367003367,0.134195634599838,0.137429264349232,0.147219522994247
Ashland,045831,Mapleton Local,012410,Mapleton Middle School,6-8,Open,no,no,no,no,no,no,no,no,no,0.17003367003367,0.134195634599838,0.137429264349232,0.147219522994247
Ashland,045831,Mapleton Local,022640,Mapleton High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.17003367003367,0.134195634599838,0.137429264349232,0.147219522994247
Ashtabula,043513,Ashtabula Area City,001123,Lakeside High School,9-12,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.293066476054325,0.285714285714286,0.307635829662261,0.295472197143624
Ashtabula,043513,Ashtabula Area City,004242,Ontario Primary School,K-4,Open,yes,no,yes,no,yes,no,yes,yes,yes,0.293066476054325,0.285714285714286,0.307635829662261,0.295472197143624
Ashtabula,043513,Ashtabula Area City,007088,Lakeside Junior High School,7-8,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.293066476054325,0.285714285714286,0.307635829662261,0.295472197143624
Ashtabula,043513,Ashtabula Area City,011518,Superior Intermediate School,K-4,Open,yes,no,yes,no,yes,no,yes,yes,yes,0.293066476054325,0.285714285714286,0.307635829662261,0.295472197143624
Ashtabula,043513,Ashtabula Area City,033670,Erie Intermediate School,3-6,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.293066476054325,0.285714285714286,0.307635829662261,0.295472197143624
Ashtabula,043513,Ashtabula Area City,035873,Michigan Primary School,K-1,Open,yes,no,yes,no,yes,no,yes,yes,yes,0.293066476054325,0.285714285714286,0.307635829662261,0.295472197143624
Ashtabula,043810,Conneaut Area City,000388,Gateway Elementary School,3-5,Open,no,no,no,no,no,no,no,no,yes,0.245459008345606,0.24749498997996,0.287615148413511,0.260189715579692
Ashtabula,043810,Conneaut Area City,000389,Lakeshore Primary Elementary School,K-2;P,Open,no,no,no,no,no,no,no,no,yes,0.245459008345606,0.24749498997996,0.287615148413511,0.260189715579692
Ashtabula,043810,Conneaut Area City,007211,Conneaut High School,9-12,Open,no,no,no,no,no,no,no,no,yes,0.245459008345606,0.24749498997996,0.287615148413511,0.260189715579692
Ashtabula,043810,Conneaut Area City,032813,Conneaut Middle School,6-8,Open,no,no,no,no,no,no,no,no,yes,0.245459008345606,0.24749498997996,0.287615148413511,0.260189715579692
Ashtabula,044057,Geneva Area City,001321,Austinburg Elementary School,K-5;P,Open,no,no,no,no,no,no,no,no,no,0.180274858528698,0.179284525790349,0.192275042444822,0.18394480892129
Ashtabula,044057,Geneva Area City,007344,Cork Elementary School,K-5,Open,no,no,no,no,no,no,no,no,no,0.180274858528698,0.179284525790349,0.192275042444822,0.18394480892129
Ashtabula,044057,Geneva Area City,012015,Geneva Platt R. Spencer Elementary School,K-5,Open,no,no,no,no,no,no,no,no,no,0.180274858528698,0.179284525790349,0.192275042444822,0.18394480892129
Ashtabula,044057,Geneva Area City,013219,Geneva High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.180274858528698,0.179284525790349,0.192275042444822,0.18394480892129
Ashtabula,044057,Geneva Area City,013227,Geneva Middle School,6-8,Open,no,no,no,no,no,no,no,no,no,0.180274858528698,0.179284525790349,0.192275042444822,0.18394480892129
Ashtabula,045856,Buckeye Local,009936,Edgewood High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.168793503480278,0.174480712166172,0.18093503339405,0.174736416346833
Ashtabula,045856,Buckeye Local,009944,Wallace H Braden Middle School,6-8,Open,no,no,no,no,no,no,no,no,no,0.168793503480278,0.174480712166172,0.18093503339405,0.174736416346833
Ashtabula,045856,Buckeye Local,019125,Kingsville Elementary School,K-5,Open,no,no,no,no,no,no,no,no,no,0.168793503480278,0.174480712166172,0.18093503339405,0.174736416346833
Ashtabula,045856,Buckeye Local,031682,Ridgeview Elementary School,K-5,Open,no,no,no,no,no,no,no,no,no,0.168793503480278,0.174480712166172,0.18093503339405,0.174736416346833
Ashtabula,045864,Grand Valley Local,000870,Grand Valley Elementary School,K-5,Open,no,no,no,no,no,no,no,no,no,0.127531472359059,0.112866817155756,0.120626151012891,0.120341480175902
Ashtabula,045864,Grand Valley Local,014084,Grand Valley Middle School,6-8,Open,no,no,no,no,no,no,no,no,no,0.127531472359059,0.112866817155756,0.120626151012891,0.120341480175902
Ashtabula,045864,Grand Valley Local,014092,Grand Valley High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.127531472359059,0.112866817155756,0.120626151012891,0.120341480175902
Ashtabula,045872,Jefferson Area Local,017905,Jefferson Area Sr High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.165834719911259,0.157337367624811,0.171472708547889,0.164881598694653
Ashtabula,045872,Jefferson Area Local,017947,Jefferson Elementary,K-6,Open,no,no,no,no,no,no,no,no,no,0.165834719911259,0.157337367624811,0.171472708547889,0.164881598694653
Ashtabula,045872,Jefferson Area Local,032144,Rock Creek Elementary School,K-6,Open,no,no,no,no,no,no,no,no,no,0.165834719911259,0.157337367624811,0.171472708547889,0.164881598694653
Ashtabula,045872,Jefferson Area Local,061929,Jefferson Area Junior High School,7-8,Open,no,no,no,no,no,no,no,no,no,0.165834719911259,0.157337367624811,0.171472708547889,0.164881598694653
Ashtabula,045880,Pymatuning Valley Local School District,000711,Pymatuning Valley Primary Elementary School,K-4;P,Open,no,no,no,no,no,no,no,no,yes,0.235867446393762,0.206401045068583,0.207308970099668,0.216525820520671
Ashtabula,045880,Pymatuning Valley Local School District,019743,Pymatuning Valley Local Schools Online,K-12,Closed,no,no,no,no,no,yes,no,no,yes,0.235867446393762,0.206401045068583,0.207308970099668,0.216525820520671
Ashtabula,045880,Pymatuning Valley Local School District,030932,Pymatuning Valley High School,9-12,Open,no,no,no,no,no,no,no,no,yes,0.235867446393762,0.206401045068583,0.207308970099668,0.216525820520671
Ashtabula,045880,Pymatuning Valley Local School District,064667,Pymatuning Valley Middle School,5-8,Open,no,no,no,no,no,no,no,no,yes,0.235867446393762,0.206401045068583,0.207308970099668,0.216525820520671
Athens,043521,Athens City School District,001149,Athens High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.163643692059653,0.210250654695099,0.183587786259542,0.185827377671432
Athens,043521,Athens City School District,009431,East Elementary School,K-3;P,Open,no,no,no,no,no,no,no,no,no,0.163643692059653,0.210250654695099,0.183587786259542,0.185827377671432
Athens,043521,Athens City School District,024471,Athens Middle School,7-8,Open,no,no,no,no,no,no,no,no,no,0.163643692059653,0.210250654695099,0.183587786259542,0.185827377671432
Athens,043521,Athens City School District,025585,Morrison Gordon Elementary School,K-3;P,Open,no,no,no,no,no,no,no,no,no,0.163643692059653,0.210250654695099,0.183587786259542,0.185827377671432
Athens,043521,Athens City School District,037028,The Plains Intermediate School,4-6,Open,no,no,no,no,no,no,no,no,no,0.163643692059653,0.210250654695099,0.183587786259542,0.185827377671432
Athens,044446,Nelsonville-York City,026567,Nelsonville-York High School,9-12,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.256305939788446,0.317027281279398,0.321497120921305,0.29827678066305
Athens,044446,Nelsonville-York City,026575,Nelsonville-York Junior High School,6-8,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.256305939788446,0.317027281279398,0.321497120921305,0.29827678066305
Athens,044446,Nelsonville-York City,042440,Nelsonville-York Elementary School,K-5;P,Open,no,no,no,no,no,no,no,no,yes,0.256305939788446,0.317027281279398,0.321497120921305,0.29827678066305
Athens,045906,Alexander Local,000257,Alexander Elementary School,K-5;P,Open,no,no,no,no,no,no,no,no,no,0.147329650092081,0.178872326636423,0.192435301924353,0.172879092884286
Athens,045906,Alexander Local,000315,Alexander Jr. / Sr. High School,6-12,Open,no,no,no,no,no,no,no,no,no,0.147329650092081,0.178872326636423,0.192435301924353,0.172879092884286
Athens,045914,Federal Hocking Local,000620,Amesville Elementary School,K-5;P,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.209677419354839,0.259192825112108,0.212065813528336,0.226978685998428
Athens,045914,Federal Hocking Local,007302,Coolville Elementary School,K-5;P,Open,no,no,no,no,no,no,no,no,yes,0.209677419354839,0.259192825112108,0.212065813528336,0.226978685998428
Athens,045914,Federal Hocking Local,011478,Federal Hocking High School,9-12,Open,no,no,no,no,no,no,no,yes,yes,0.209677419354839,0.259192825112108,0.212065813528336,0.226978685998428
Athens,045914,Federal Hocking Local,091389,Federal Hocking Middle School,6-8,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.209677419354839,0.259192825112108,0.212065813528336,0.226978685998428
Athens,045922,Trimble Local,013755,Trimble High School,9-12,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.258227848101266,0.299120234604106,0.289985052316891,0.282444378340754
Athens,045922,Trimble Local,037556,Trimble Elementary School,K-5;P,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.258227848101266,0.299120234604106,0.289985052316891,0.282444378340754
Athens,045922,Trimble Local,065318,Trimble Junior High,6-8,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.258227848101266,0.299120234604106,0.289985052316891,0.282444378340754
Auglaize,044727,St Marys City,009308,St. Marys East Primary School,K-2,Open,no,no,no,no,no,no,no,no,no,0.075777485764345,0.117845117845118,0.101680310211116,0.09843430460686
Auglaize,044727,St Marys City,023390,St. Marys Middle School,6-8,Open,no,no,no,no,no,no,no,no,no,0.075777485764345,0.117845117845118,0.101680310211116,0.09843430460686
Auglaize,044727,St Marys City,024208,St Marys Memorial High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.075777485764345,0.117845117845118,0.101680310211116,0.09843430460686
Auglaize,044727,St Marys City,040337,St Marys West Intermediate School,3-5,Open,no,no,no,no,no,no,no,no,no,0.075777485764345,0.117845117845118,0.101680310211116,0.09843430460686
Auglaize,044982,Wapakoneta City,003046,Wapakoneta Middle School,5-7,Open,no,no,no,no,no,no,no,no,no,0.082536647546208,0.121240024554942,0.117850408548083,0.107209026883077
Auglaize,044982,Wapakoneta City,007757,Cridersville Elementary School,K-4;P,Open,no,no,no,no,no,no,no,no,no,0.082536647546208,0.121240024554942,0.117850408548083,0.107209026883077
Auglaize,044982,Wapakoneta City,011748,Wapakoneta Elementary,K-4;P,Open,no,no,no,no,no,no,no,no,no,0.082536647546208,0.121240024554942,0.117850408548083,0.107209026883077
Auglaize,044982,Wapakoneta City,011749,Wapakoneta Jr. High,8,Open,no,no,no,no,no,no,no,no,no,0.082536647546208,0.121240024554942,0.117850408548083,0.107209026883077
Auglaize,044982,Wapakoneta City,039164,Wapakoneta High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.082536647546208,0.121240024554942,0.117850408548083,0.107209026883077
Auglaize,045948,Minster Local,025114,Minster Jr/Sr High School,7-12,Open,no,no,no,no,no,no,no,no,no,0.022405660377358,0.02995867768595,0.031712473572939,0.028025603878749
Auglaize,045948,Minster Local,146332,Minster Elementary School,K-6,Open,no,no,no,no,no,no,no,no,no,0.022405660377358,0.02995867768595,0.031712473572939,0.028025603878749
Auglaize,045955,New Bremen Local,026633,New Bremen Elementary School,K-6,Open,no,no,no,no,no,no,no,no,no,0.0271444082519,0.031818181818182,0.044237485448196,0.034400025172759
Auglaize,045955,New Bremen Local,026641,New Bremen High School,7-12,Open,no,no,no,no,no,no,no,no,no,0.0271444082519,0.031818181818182,0.044237485448196,0.034400025172759
Auglaize,045963,New Knoxville Local,026757,New Knoxville Elementary School,K-8,Open,no,no,no,no,no,no,no,no,no,0.064425770308123,0.053571428571429,0.067885117493473,0.061960772124341
Auglaize,045963,New Knoxville Local,026765,New Knoxville High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.064425770308123,0.053571428571429,0.067885117493473,0.061960772124341
Auglaize,045971,Waynesfield-Goshen Local,040097,Waynesfield-Goshen Local High School,6-12,Open,no,no,no,no,no,no,no,no,no,0.066546762589928,0.069351230425056,0.066666666666667,0.067521553227217
Auglaize,045971,Waynesfield-Goshen Local,040105,Waynesfield-Goshen Local Elementary School,K-5;P,Open,no,no,no,no,no,no,no,no,no,0.066546762589928,0.069351230425056,0.066666666666667,0.067521553227217
Belmont,043570,Bellaire Local,002139,Bellaire High School,9-12,Open,no,no,no,no,no,no,no,no,yes,0.246715328467153,0.270123839009288,0.2736,0.263479722492147
Belmont,043570,Bellaire Local,142505,Bellaire Elementary School,K-4,Open,no,no,no,no,no,no,no,no,yes,0.246715328467153,0.270123839009288,0.2736,0.263479722492147
Belmont,043570,Bellaire Local,142513,Bellaire Middle School,5-8,Open,no,no,no,no,no,no,no,no,yes,0.246715328467153,0.270123839009288,0.2736,0.263479722492147
Belmont,044347,Martins Ferry City,010004,Anna Marie Ayers Elementary School,K-4;P,Open,no,no,no,no,no,no,no,no,yes,0.221656976744186,0.243754220121539,0.301255230125523,0.25555547566375
Belmont,044347,Martins Ferry City,010314,Martins Ferry Middle School,5-8,Open,no,no,no,no,no,no,no,no,yes,0.221656976744186,0.243754220121539,0.301255230125523,0.25555547566375
Belmont,044347,Martins Ferry City,023036,Martins Ferry High School,9-12,Open,no,no,no,no,no,yes,no,no,yes,0.221656976744186,0.243754220121539,0.301255230125523,0.25555547566375
Belmont,045203,Barnesville Exempted Village,001594,Barnesville Elementary School,K-4;P,Open,no,no,no,no,no,no,no,no,yes,0.170668953687822,0.195652173913043,0.2485966319166,0.204972586505822
Belmont,045203,Barnesville Exempted Village,001602,Barnesville High School,9-12,Open,no,no,no,no,no,no,no,no,yes,0.170668953687822,0.195652173913043,0.2485966319166,0.204972586505822
Belmont,045203,Barnesville Exempted Village,064600,Barnesville Middle School,5-8,Open,no,no,no,no,no,no,no,no,yes,0.170668953687822,0.195652173913043,0.2485966319166,0.204972586505822
Belmont,045237,Bridgeport Exempted Village,003558,The Bridgeport School District - High School,9-12,Open,no,no,no,no,no,no,no,no,yes,0.213302752293578,0.246674727932285,0.25125,0.237075826741954
Belmont,045237,Bridgeport Exempted Village,019190,The Bridgeport School DIstrict - Middle School,5-8,Open,no,no,no,no,no,no,no,no,yes,0.213302752293578,0.246674727932285,0.25125,0.237075826741954
Belmont,045237,Bridgeport Exempted Village,040618,The Bridgeport School District - Elementary,K-4;P,Open,no,no,no,no,no,no,no,no,yes,0.213302752293578,0.246674727932285,0.25125,0.237075826741954
Belmont,045997,St Clairsville-Richland City,035618,St Clairsville Middle School,5-8,Open,no,no,no,no,no,no,no,no,no,0.10237556561086,0.120313374370453,0.138225255972696,0.12030473198467
Belmont,045997,St Clairsville-Richland City,035626,St Clairsville High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.10237556561086,0.120313374370453,0.138225255972696,0.12030473198467
Belmont,045997,St Clairsville-Richland City,043216,St Clairsville Elementary School,K-4;P,Open,no,no,no,no,no,no,no,no,no,0.10237556561086,0.120313374370453,0.138225255972696,0.12030473198467
Belmont,046003,Shadyside Local,017913,Jefferson Ave Elementary School,K-2;P,Open,no,no,no,no,no,no,no,no,no,0.109550561797753,0.155492154065621,0.163716814159292,0.142919843340888
Belmont,046003,Shadyside Local,020172,Leona Ave Middle School,3-6,Open,no,no,no,no,no,no,no,no,no,0.109550561797753,0.155492154065621,0.163716814159292,0.142919843340888
Belmont,046003,Shadyside Local,034090,Shadyside High School,7-12,Open,no,no,no,no,no,no,no,no,no,0.109550561797753,0.155492154065621,0.163716814159292,0.142919843340888
Belmont,046011,Union Local,037846,Union Local High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.140625,0.175306957708049,0.166432584269663,0.160788180659237
Belmont,046011,Union Local,132258,Union Local Middle School,6-8,Open,no,no,no,no,no,no,no,no,no,0.140625,0.175306957708049,0.166432584269663,0.160788180659237
Belmont,046011,Union Local,132266,Union Local Elementary School,K-5;P,Open,no,no,no,no,no,no,no,no,no,0.140625,0.175306957708049,0.166432584269663,0.160788180659237
Brown,045377,Georgetown Exempted Village,013326,Georgetown Jr/Sr High School,7-12,Open,no,no,no,no,no,no,no,no,yes,0.190900098911968,0.223853211009174,0.187789084181314,0.200847464700819
Brown,045377,Georgetown Exempted Village,031252,Georgetown Elementary School,K-6;P,Open,no,no,no,no,no,no,no,no,yes,0.190900098911968,0.223853211009174,0.187789084181314,0.200847464700819
Brown,046037,Eastern Local School District,010769,Eastern High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.152447552447552,0.19078104993598,0.231762427372498,0.191663676585343
Brown,046037,Eastern Local School District,033605,Sardinia Elementary School,K-5,Open,no,no,no,no,no,no,no,no,no,0.152447552447552,0.19078104993598,0.231762427372498,0.191663676585343
Brown,046037,Eastern Local School District,124214,Russellville Elementary School,K-5,Open,no,no,no,no,no,no,no,no,no,0.152447552447552,0.19078104993598,0.231762427372498,0.191663676585343
Brown,046037,Eastern Local School District,124222,Eastern MS,6-8,Open,no,no,no,no,no,no,no,no,no,0.152447552447552,0.19078104993598,0.231762427372498,0.191663676585343
Brown,046045,Fayetteville-Perry Local,011452,Fayetteville-Perry Elementary School,K-5,Open,no,no,no,no,no,no,no,no,no,0.097989949748744,0.136363636363636,0.111386138613861,0.115246574908747
Brown,046045,Fayetteville-Perry Local,011460,Fayetteville-Perry High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.097989949748744,0.136363636363636,0.111386138613861,0.115246574908747
Brown,046045,Fayetteville-Perry Local,082578,Fayetteville-Perry Middle School,6-8,Open,no,no,no,no,no,no,no,no,no,0.097989949748744,0.136363636363636,0.111386138613861,0.115246574908747
Brown,046060,Western Brown Local,014886,Hamersville Elementary School,K-8,Open,no,no,no,no,no,no,no,no,no,0.15727002967359,0.197784294558488,0.196780551905388,0.183944958712489
Brown,046060,Western Brown Local,025866,Western Brown High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.15727002967359,0.197784294558488,0.196780551905388,0.183944958712489
Brown,046060,Western Brown Local,043224,Mt Orab Primary Elementary School,K-4,Open,no,no,no,no,no,no,no,no,no,0.15727002967359,0.197784294558488,0.196780551905388,0.183944958712489
Brown,046060,Western Brown Local,120337,Mt Orab Middle School,5-8,Open,no,no,no,no,no,no,no,no,no,0.15727002967359,0.197784294558488,0.196780551905388,0.183944958712489
