series_id        	year	period	       value	footnote_codes
CUUR0000SA0      	1913	M06	         9.8
CUUR0000SA0      	1914	M06	         9.9
CUUR0000SA0      	1915	M06	        10.1
CUUR0000SA0      	1916	M06	        10.8
CUUR0000SA0      	1917	M06	        13.0
CUUR0000SA0      	1918	M06	        14.7
CUUR0000SA0      	1919	M06	        16.9
CUUR0000SA0      	1920	M06	        20.9
CUUR0000SA0      	1921	M06	        17.6
CUUR0000SA0      	1922	M06	        16.7
CUUR0000SA0      	1923	M06	        17.0
CUUR0000SA0      	1924	M06	        17.0
CUUR0000SA0      	1925	M06	        17.5
CUUR0000SA0      	1926	M06	        17.7
CUUR0000SA0      	1927	M06	        17.6
CUUR0000SA0      	1928	M06	        17.1
CUUR0000SA0      	1929	M06	        17.1
CUUR0000SA0      	1930	M06	        16.8
CUUR0000SA0      	1931	M06	        15.1
CUUR0000SA0      	1932	M06	        13.6
CUUR0000SA0      	1933	M06	        12.7
CUUR0000SA0      	1934	M06	        13.4
CUUR0000SA0      	1935	M06	        13.7
CUUR0000SA0      	1936	M06	        13.8
CUUR0000SA0      	1937	M06	        14.4
CUUR0000SA0      	1938	M06	        14.1
CUUR0000SA0      	1939	M06	        13.8
CUUR0000SA0      	1940	M06	        14.1
CUUR0000SA0      	1941	M06	        14.7
CUUR0000SA0      	1942	M06	        16.3
CUUR0000SA0      	1943	M06	        17.5
CUUR0000SA0      	1944	M06	        17.6
CUUR0000SA0      	1945	M06	        18.1
CUUR0000SA0      	1946	M06	        18.7
CUUR0000SA0      	1947	M06	        22.0
CUUR0000SA0      	1948	M06	        24.1
CUUR0000SA0      	1949	M06	        23.9
CUUR0000SA0      	1950	M06	        23.8
CUUR0000SA0      	1951	M06	        25.9
CUUR0000SA0      	1952	M06	        26.5
CUUR0000SA0      	1953	M06	        26.8
CUUR0000SA0      	1954	M06	        26.9
CUUR0000SA0      	1955	M06	        26.7
CUUR0000SA0      	1956	M06	        27.2
CUUR0000SA0      	1957	M06	        28.1
CUUR0000SA0      	1958	M06	        28.9
CUUR0000SA0      	1959	M06	        29.1
CUUR0000SA0      	1960	M06	        29.6
CUUR0000SA0      	1961	M06	        29.8
CUUR0000SA0      	1962	M06	        30.2
CUUR0000SA0      	1963	M06	        30.6
CUUR0000SA0      	1964	M06	        31.0
CUUR0000SA0      	1965	M06	        31.6
CUUR0000SA0      	1966	M06	        32.4
CUUR0000SA0      	1967	M06	        33.3
CUUR0000SA0      	1968	M06	        34.7
CUUR0000SA0      	1969	M06	        36.6
CUUR0000SA0      	1970	M06	        38.8
CUUR0000SA0      	1971	M06	        40.6
CUUR0000SA0      	1972	M06	        41.7
CUUR0000SA0      	1973	M06	        44.2
CUUR0000SA0      	1974	M06	        49.0
CUUR0000SA0      	1975	M06	        53.6
CUUR0000SA0      	1976	M06	        56.8
CUUR0000SA0      	1977	M06	        60.7
CUUR0000SA0      	1978	M06	        65.2
CUUR0000SA0      	1979	M06	        72.3
CUUR0000SA0      	1980	M06	        82.7
CUUR0000SA0      	1981	M06	        90.6
CUUR0000SA0      	1982	M06	        97.0
CUUR0000SA0      	1983	M06	        99.5
CUUR0000SA0      	1984	M06	       103.7
CUUR0000SA0      	1985	M06	       107.6
CUUR0000SA0      	1986	M06	       109.5
CUUR0000SA0      	1987	M06	       113.5
CUUR0000SA0      	1988	M06	       118.0
CUUR0000SA0      	1989	M06	       124.1
CUUR0000SA0      	1990	M06	       129.9
CUUR0000SA0      	1991	M06	       136.0
CUUR0000SA0      	1992	M06	       140.2
CUUR0000SA0      	1993	M06	       144.4
CUUR0000SA0      	1994	M06	       148.0
CUUR0000SA0      	1995	M06	       152.5
CUUR0000SA0      	1996	M06	       156.7
CUUR0000SA0      	1997	M06	       160.3
CUUR0000SA0      	1998	M06	       163.0
CUUR0000SA0      	1999	M06	       166.2
CUUR0000SA0      	2000	M06	       172.4
CUUR0000SA0      	2001	M06	       178.0
CUUR0000SA0      	2002	M06	       179.9
CUUR0000SA0      	2003	M06	       183.7
CUUR0000SA0      	2004	M06	       189.7
CUUR0000SA0      	2005	M06	       194.5
CUUR0000SA0      	2006	M06	       202.9
CUUR0000SA0      	2007	M06	     208.352
CUUR0000SA0      	2008	M06	     218.815
CUUR0000SA0      	2009	M06	     215.693
CUUR0000SA0      	2010	M06	     217.965
CUUR0000SA0      	2011	M06	     225.722
CUUR0000SA0      	2012	M06	     229.478
CUUR0000SA0      	2013	M06	     233.504
CUUR0000SA0      	2014	M06	     238.343
CUUR0000SA0      	2015	M06	     238.638
CUUR0000SA0      	2016	M06	     241.018
CUUR0000SA0      	2017	M06	     244.955
CUUR0000SA0      	2018	M06	     251.989
CUUR0000SA0      	2019	M06	     256.143
CUUR0000SA0      	2020	M06	     257.797
CUUR0000SA0      	2021	M06	     271.696
CUUR0000SA0      	2022	M06	     296.311
CUUR0000SA0      	2023	M06	     305.109
CUUR0000SA0      	2024	M06	     314.175
CUUR0000SA0      	2025	M06	     322.561
CUUR0000SA0      	2026	M06	     333.952
